chain_len,round,e2e_ns,publish_ns,gc_trigger_ns,invoke_cb_ns,getnext_ns,take_data_ns,sched_ns,dispatch_ns
15,0,110412380,17647450,0,0,0,0,92447050,0
15,1,91614190,5560370,0,0,0,0,86001270,0
15,2,91518100,5540830,0,0,0,0,85922900,0
15,3,91567060,5496410,0,0,0,0,86017730,0
15,4,91784760,5560340,0,0,0,0,86171550,0
15,5,93619720,5720730,0,0,0,0,87842300,0
15,6,91760200,5660890,0,0,0,0,86043970,0
15,7,91306540,5561830,0,0,0,0,85690830,0
15,8,91217140,5506300,0,0,0,0,85657780,0
15,9,91715980,5575860,0,0,0,0,86085380,0
15,10,90913960,5401450,0,0,0,0,85460410,0
15,11,91399760,5539480,0,0,0,0,85807260,0
15,12,90978750,5609610,0,0,0,0,85280910,0
15,13,91172070,5627050,0,0,0,0,85492400,0
15,14,90344290,5469870,0,0,0,0,84820310,0
15,15,90699870,5442170,0,0,0,0,85206970,0
15,16,91032140,5425870,0,0,0,0,85554290,0
15,17,90211400,5567060,0,0,0,0,84590690,0
15,18,89947630,5499440,0,0,0,0,84396160,0
15,19,89994790,5498560,0,0,0,0,84444450,0
15,20,89492280,5484220,0,0,0,0,83956810,0
15,21,89896150,5650390,0,0,0,0,84158530,0
15,22,89587890,5517380,0,0,0,0,83996310,0
15,23,88999320,5561260,0,0,0,0,83385550,0
15,24,88123770,5380690,0,0,0,0,82690320,0
15,25,88373560,5395970,0,0,0,0,82926260,0
15,26,88794340,5564880,0,0,0,0,83177680,0
15,27,87306860,5452660,0,0,0,0,81801860,0
15,28,87809030,5538640,0,0,0,0,82217780,0
15,29,86625790,5413090,0,0,0,0,81161060,0
15,30,86681310,5346910,0,0,0,0,81283940,0
15,31,86015070,5594470,0,0,0,0,80366780,0
15,32,84984580,5477260,0,0,0,0,79454180,0
15,33,83552170,5745700,0,0,0,0,77717440,0
15,34,82616630,5525970,0,0,0,0,77037780,0
15,35,79799760,5361920,0,0,0,0,74385770,0
15,36,86514650,7150720,0,0,0,0,79244270,0
15,37,89821180,7382290,0,0,0,0,82253900,0
15,38,86339410,7111430,0,0,0,0,79105100,0
15,39,86583820,7190210,0,0,0,0,79272930,0
15,40,82354370,5792110,0,0,0,0,76501130,0
15,41,86891690,7249900,0,0,0,0,79380390,0
15,42,87128430,7437150,0,0,0,0,79559660,0
15,43,86314470,7195520,0,0,0,0,78998530,0
15,44,87044520,7356210,0,0,0,0,79564480,0
15,45,87666030,7303860,0,0,0,0,80242030,0
15,46,87571470,7294580,0,0,0,0,80157390,0
15,47,87034550,7575020,0,0,0,0,79331880,0
15,48,86336460,7081400,0,0,0,0,79128540,0
15,49,84167120,6533020,0,0,0,0,77534740,0
15,50,80560270,5551950,0,0,0,0,74948730,0
15,51,80021930,5537400,0,0,0,0,74430610,0
15,52,87474640,7582840,0,0,0,0,79758830,0
15,53,85525620,7142680,0,0,0,0,78264320,0
15,54,87162690,7365850,0,0,0,0,79678800,0
15,55,86567860,7164920,0,0,0,0,79283530,0
15,56,87351330,7299620,0,0,0,0,79929230,0
15,57,87051940,7566280,0,0,0,0,79358760,0
15,58,86412560,7142560,0,0,0,0,79007360,0
15,59,87484520,7327270,0,0,0,0,80035860,0
15,60,79954040,5535520,0,0,0,0,74361640,0
15,61,87376640,7369690,0,0,0,0,79887800,0
15,62,87420550,7480660,0,0,0,0,79663410,0
15,63,87699630,7552030,0,0,0,0,80016810,0
15,64,86840020,7383270,0,0,0,0,79330040,0
15,65,87288770,7240780,0,0,0,0,79920160,0
15,66,87238670,7310180,0,0,0,0,79806230,0
15,67,84947340,7035280,0,0,0,0,77796430,0
15,68,87350120,7549720,0,0,0,0,79664880,0
15,69,87210740,7398770,0,0,0,0,79657680,0
15,70,87054590,7402740,0,0,0,0,79527470,0
15,71,87031350,7296960,0,0,0,0,79612180,0
15,72,85328990,7052560,0,0,0,0,78029010,0
15,73,80234630,5598960,0,0,0,0,74576720,0
15,74,87244120,7316510,0,0,0,0,79806490,0
15,75,86747960,7345420,0,0,0,0,79261340,0
15,76,87191600,7365120,0,0,0,0,79709310,0
15,77,85541670,6952850,0,0,0,0,78348930,0
15,78,87805250,7529500,0,0,0,0,80145650,0
15,79,79616920,5564530,0,0,0,0,73994380,0
15,80,86983550,7549890,0,0,0,0,79305810,0
15,81,86545990,7205550,0,0,0,0,79217310,0
15,82,95785820,7585900,0,0,0,0,88076700,0
15,83,86742810,7161640,0,0,0,0,79448920,0
15,84,87508380,7365630,0,0,0,0,80023760,0
15,85,87270990,7438970,0,0,0,0,79700600,0
15,86,87431730,7247730,0,0,0,0,80058730,0
15,87,86761020,7354130,0,0,0,0,79143590,0
15,88,87119210,7261990,0,0,0,0,79731880,0
15,89,87225410,7252990,0,0,0,0,79856080,0
15,90,88021830,7437320,0,0,0,0,80466480,0
15,91,86902790,7193040,0,0,0,0,79583740,0
15,92,86773130,7327920,0,0,0,0,79271210,0
15,93,86854780,7315410,0,0,0,0,79418120,0
15,94,86196780,7122820,0,0,0,0,78925620,0
15,95,79690610,5463480,0,0,0,0,74137560,0
15,96,86860410,7392420,0,0,0,0,79351180,0
15,97,81497390,6517390,0,0,0,0,74896110,0
15,98,83761390,6906190,0,0,0,0,76753270,0
15,99,91653900,7572870,0,0,0,0,83948110,0
15,100,86075010,7039540,0,0,0,0,78920480,0
15,101,86345000,7051560,0,0,0,0,79180430,0
15,102,86233730,7274470,0,0,0,0,78836870,0
15,103,87030830,7165210,0,0,0,0,79618410,0
15,104,86219750,7336750,0,0,0,0,78763080,0
15,105,86252400,7156320,0,0,0,0,78979140,0
15,106,86752990,7189290,0,0,0,0,79449640,0
15,107,86766180,7411220,0,0,0,0,79233500,0
15,108,87253350,7496140,0,0,0,0,79632970,0
15,109,86320800,7078860,0,0,0,0,79115310,0
15,110,86811130,7209930,0,0,0,0,79473590,0
15,111,86519760,7228230,0,0,0,0,79177320,0
15,112,86478470,7282070,0,0,0,0,79074600,0
15,113,87348300,7371580,0,0,0,0,79848260,0
15,114,86588680,7137510,0,0,0,0,79183740,0
15,115,86506770,7187600,0,0,0,0,79205450,0
15,116,85885570,6372020,0,0,0,0,79418210,0
15,117,88099040,7751030,0,0,0,0,80218070,0
15,118,86611300,7086560,0,0,0,0,79411100,0
15,119,86302050,7059620,0,0,0,0,79124940,0
15,120,86992630,7331890,0,0,0,0,79531840,0
15,121,86357240,7114570,0,0,0,0,79124890,0
