chain_len,round,e2e_ns,publish_ns,gc_trigger_ns,invoke_cb_ns,getnext_ns,take_data_ns,sched_ns,dispatch_ns
2,0,11977940,6141290,0,0,0,0,4961580,0
2,1,1274090,699790,0,0,0,0,490310,0
2,2,1070570,669170,0,0,0,0,334000,0
2,3,921200,582520,0,0,0,0,278820,0
2,4,944910,590630,0,0,0,0,287190,0
2,5,1085210,661650,0,0,0,0,330570,0
2,6,1063310,663040,0,0,0,0,317880,0
2,7,1027000,640690,0,0,0,0,311780,0
2,8,941870,591420,0,0,0,0,286470,0
2,9,943800,594120,0,0,0,0,286430,0
2,10,2418120,1255850,0,0,0,0,803100,0
2,11,1782970,1117830,0,0,0,0,357050,0
2,12,1901350,1203630,0,0,0,0,398010,0
2,13,1048270,663900,0,0,0,0,309910,0
2,14,909730,574370,0,0,0,0,275000,0
2,15,1078280,550890,0,0,0,0,332200,0
2,16,1955600,1128930,0,0,0,0,510200,0
2,17,1259840,812230,0,0,0,0,350830,0
2,18,2217400,1168500,0,0,0,0,919220,0
2,19,1740800,1091920,0,0,0,0,377040,0
2,20,2076800,1161590,0,0,0,0,781000,0
2,21,2086090,1163530,0,0,0,0,783330,0
2,22,1054750,537380,0,0,0,0,319790,0
2,23,993450,499360,0,0,0,0,296460,0
2,24,1701040,1082560,0,0,0,0,494100,0
2,25,1683540,1069450,0,0,0,0,495460,0
2,26,1484950,714270,0,0,0,0,677850,0
2,27,1498200,721940,0,0,0,0,680960,0
2,28,1547300,1047710,0,0,0,0,385930,0
2,29,1041840,557420,0,0,0,0,316070,0
2,30,1420110,582270,0,0,0,0,666720,0
2,31,1219430,557760,0,0,0,0,485740,0
2,32,1019700,535600,0,0,0,0,331320,0
2,33,994180,510810,0,0,0,0,312690,0
2,34,894780,465050,0,0,0,0,278660,0
2,35,1216190,558270,0,0,0,0,474480,0
2,36,962360,505330,0,0,0,0,300170,0
2,37,2030410,1148710,0,0,0,0,753850,0
2,38,1569470,1011290,0,0,0,0,455120,0
2,39,1571400,1079900,0,0,0,0,388060,0
2,40,1225610,557990,0,0,0,0,472850,0
2,41,1219980,552190,0,0,0,0,483860,0
2,42,993700,510660,0,0,0,0,300980,0
2,43,998070,498400,0,0,0,0,301610,0
2,44,999090,471230,0,0,0,0,348970,0
2,45,1489430,552290,0,0,0,0,744710,0
2,46,2200200,1210800,0,0,0,0,843140,0
2,47,1206730,558320,0,0,0,0,477360,0
2,48,962100,479630,0,0,0,0,305550,0
2,49,966620,475370,0,0,0,0,309550,0
2,50,1528080,530840,0,0,0,0,809480,0
2,51,994920,498700,0,0,0,0,307480,0
2,52,1506290,1049670,0,0,0,0,337280,0
2,53,967820,498700,0,0,0,0,294990,0
2,54,931560,463660,0,0,0,0,293490,0
2,55,1166200,529950,0,0,0,0,454900,0
2,56,975130,496310,0,0,0,0,299960,0
2,57,1299590,501000,0,0,0,0,625310,0
2,58,835930,469590,0,0,0,0,298120,0
2,59,919840,464700,0,0,0,0,288030,0
2,60,1144330,563410,0,0,0,0,499560,0
2,61,1768190,1120350,0,0,0,0,513160,0
2,62,1134640,557470,0,0,0,0,500380,0
2,63,793830,455580,0,0,0,0,276960,0
2,64,1690370,1075720,0,0,0,0,491770,0
2,65,1101620,544220,0,0,0,0,471880,0
2,66,1070620,521330,0,0,0,0,467790,0
2,67,2064550,1143530,0,0,0,0,771990,0
2,68,1488330,954430,0,0,0,0,438760,0
2,69,2100160,1101850,0,0,0,0,872220,0
2,70,1111860,543800,0,0,0,0,467490,0
2,71,888090,499980,0,0,0,0,306240,0
2,72,1172680,483120,0,0,0,0,615440,0
2,73,811160,460820,0,0,0,0,283490,0
2,74,849560,478620,0,0,0,0,301820,0
2,75,1739950,1219450,0,0,0,0,385040,0
2,76,2051720,1160330,0,0,0,0,763790,0
2,77,1129840,563030,0,0,0,0,489420,0
2,78,839710,480300,0,0,0,0,292140,0
2,79,1011990,477910,0,0,0,0,464850,0
2,80,1063950,516170,0,0,0,0,467060,0
2,81,870270,505730,0,0,0,0,298620,0
2,82,1063460,522780,0,0,0,0,460280,0
2,83,1048280,517120,0,0,0,0,458810,0
2,84,1109840,556030,0,0,0,0,468530,0
2,85,864350,499110,0,0,0,0,295780,0
